channelId,channelName,assignedLabel,margin,topScore,secondScore,description
UCZG-C5esGZyVfxO2qXa1Zmw,Jared Polin,Photography & Cameras,4.800000000000001,9.600000000000001,4.800000000000001,"Are you looking to take better photos? Are you not sure how to use your camera or simply want to pick up a few photography tips. If so, you've come to the right channel: FroKnowsPhoto.  

If you're tired of boring YouTube Photography videos that rarely show the presenter actually taking photos then you've come to the right place. My goal is to make ""Fun and Informative"" videos to help photographers of all skill levels. 

You will find new videos posted most days of the week. Some of my video series include ""Real World Reviews"" ""5 Min Portraits"" ""Photo News Fix"" ""Rapid Fire Critiques"" and much, much more!

Please subscribe to start learning for FREE now."
UC45W_AtKcDxSmWR1s1xsLEg,Matthew O'Brien,Photography & Cameras,4.800000000000001,9.600000000000001,4.800000000000001,"Final Cut Pro Tips, Tricks & Tutorials

Camera & Film Gear Reviews

Post-Production Workflows & Data Management

Insight and Conversation About How to Price Video Work

BTS of the Films & Videos I Produce

Business Inquires: info(at)midlandpictures(dot)com

Send Me Stuff:

Midland Pictures
c/o Matthew O’Brien
1441 Mall Dr Ste 100
#188
Council Bluffs, IA 51503"
UCwpRQ_NrBJvGlwCG__qy9Og,Ordinary Filmmaker,Photography & Cameras,4.800000000000001,9.600000000000001,4.800000000000001,"I'm just a guy that films, talks, and walks on ordinary ground. My vision is to deliver new,. rumours, informative reviews and tutorials on camera gear, filming techniques and content creation.

My commitment to you is to:
Deliver a quality outcome-based video each week.
Report news and rumours immediately.
Respond to questions and comments within 24 hours.
Spend two hours a week learning how to improve my channel.


Got a Rumour to submit?

Use my email below for all rumour submissions.
Expect 100% anonymity from me.
You do not have to submit your name or any personal information.
You can include various file types with your submission."
UCXElBPBCkhdDWMmCPMFq_6A,Peter Makholm,Photography & Cameras,4.800000000000001,9.600000000000001,4.800000000000001,"Peter Makholm
petermakholm


PETER MAKHOLM

I am a video creator and gimbal operator.  My filmmaking evolves around cinematic motion. I create gimbal tutorials and how to videos about cinematic gimbal movements. I am the founder of the GimbalAcademy.com and I just love teaching others how to become a better filmmaker."
UCNl2ziy9FwESuahXMyfCRVA,RV Tips & Travels,Photography & Cameras,4.800000000000001,9.600000000000001,4.800000000000001,"Hey there 👋 I'm Ross & behind the camera is my wife Tara.  I'm an RV owner & a registered RVTAA technician.  I created this channel to educate the RV community by showing tips & tricks, upgrades & modifications, plus repairs & maintenance we've performed on our RVs over the years.  We want to help you understand the different processes involved with owning and operating an RV, whether its a travel trailer, 5th wheel, toy hauler, motorhome or pop up camper.  We'll show you the products we love and how to use them.  If you want to get the most from our channel, please subscribe and turn on all notifications so you're alerted when we release new videos.  Thanks for watching!

*Always check with manufacturer warranties before installing any aftermarket equipment on your RV. It's equally important to keep records of all service & maintenance performed on your RV for warranty purposes."
,"----- LOWEST MARGINS: DIY, Home & Construction -----",,,,
UCe0TLA0EsQbE-MjuHXevj2A,ATHLEAN-X™,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Welcome to ATHLEAN-X™ on YouTube!  This is where you can find all the latest FREE workouts, nutrition and training advice to get you on your way to a healthy, leaner,  more muscular, athletic body by training like an athlete.

Learn from the physical therapist and strength coach Jeff Cavaliere, exactly what he does with his professional athlete and celebrity clients.  Put the science back in strength to build muscle, keep your muscles and joints healthy and to improve your overall athleticism.  

Subscribe for free weekly workouts.

If you want to look like an athlete...you've got to train like an athlete!  Now you can with the ATHLEAN-X™ workouts here on YouTube!

Send Pro Athlete / Celebrity Training Requests to:  mediarelations@athleanx.com

Rules of Conduct: This channel is for those looking to learn. Period. No racism/hate speech. No inciting/spreading drama. No advertising or self-promotion of any kind."
UCxByVUuLdxxiqQVmbOnDEzw,Erik Grankvist,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Sometimes we hear a call from nature. When I was 18 years old I ventured out alone with only a backpack full of simple hand tools to actualize my dream. Build my own traditional off grid log cabin by hand from the materials of the Swedish wilderness. Just like our ancestors.

I had no previous experience in building, gathering materials or filming. So I started studying myself the old arts and learning from my grandfather. I began to cut down trees and film with my phone, learning as I go. My project started full time once I graduated high school in summer 2019. I film everything myself and edit these videos so you can follow my journey and hopefully learn as I do.

Enjoy!

Subscribe to follow my journey.

My own hand made products: https://www.grankvist-outdoors.com/

My exclusive Youtube membership: https://www.youtube.com/channel/UCxByVUuLdxxiqQVmbOnDEzw/join

Instagram: @erikgrankvist_

Business contact: hawta@grankvist-outdoors.com"
UCIma2WOQs1Mz2AuOt6wRSUw,KenDBerryMD,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Evidence-Based Nutrition + Ancestral Health

I’m Dr. Ken Berry, a Board Certified Family Physician, and the Proper Human Diet (PHD) is your roadmap to reclaiming your health. With over 20 years as a family physician, I’ve treated thousands of patients using real, practical advice grounded in research and ancestral wisdom.

No fluff—just straightforward guidance on how to use low-carb, keto, carnivore diets and lifestyle changes like intermittent fasting to tackle diabetes, obesity, hormone imbalances, and more.

Download your free PHD guidebook today and start making smarter choices.

👉 Download Here: https://www.drberry.com/guidebook

What You’ll Learn:

	•	How to lose fat and lower your blood sugar
	•	How to optimize hormones and boost energy
	•	How to implement the PHD for sustainable results

Join the PHD Community for live Q&A sessions, health coach support, and more.

👉 Join Here: https://www.drberry.com/community"
UCnAGH-jp4YXl30rir1BPrxA,Keto Recipes,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Dr. Eric Berg is a chiropractor who has 30 years of experience in healthcare and specializes in healthy ketosis and intermittent fasting. You may know Dr. Berg from his popular YouTube channel (with over 13M subscribers) where he breaks down complex health topics into easy-to-understand, actionable information. Now, Dr. Berg is taking his knowledge of health and weight loss and is applying it to the kitchen. Along with his wife Karen, Dr. Berg is going to share delicious keto recipes that will help you and your family get healthy, lose weight, and feel great. With keto-friendly recipes coming at you daily, you’ll never have to wonder what to cook again. These incredible recipes help make living the keto lifestyle easier and tastier than ever before!

Subscribe and Look out for our daily keto recipes on this channel. For more information on how to get healthy and lose weight, check out Dr. Berg’s other channel Dr. Eric Berg DC, or our website www.drberg.com."
UCqBERDzM6ZcovT1s01kIrVg,Michigan Foot Doctors,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Michigan Foot Doctors has a goal of empowering you to find the right doctor or care for your medical problem.
All information through these videos is for educational purposes only and is not to be used at home without supervision by a physician.
Visit www.michiganfootdoctors.com for more."
UCmNAkARqTFvNoyxmFhKTS9Q,Rick Mulready,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Hey, I’m Rick and I'm here to simplify AI and share everything I know, and am learning along the way, about how you can leverage AI in your online business. 

On this channel I explore AI, AI tools, automations, use cases, and online business. If that sounds interesting, subscribe and follow along so you don't get left behind with AI.

For the last 11+ years, I've run a multi 7-figure online business helping online businesses grow and scale while working fewer hours. I also founded and after 12M+ downloads, sold The Art of Online Business podcast in 2023.

You could say I'm obsessed with this stuff and I'm here to make it easy for you to discover and leverage AI so you too can work less and profit more. 

🤖  Join my AI Playbook Community here: https://www.skool.com/ai-playbook/about

📧   Get my free weekly The AI Playbook Newsletter: All about how to use AI to work less and profit more.  https://rickmulready.com/newsletter"
UC-Qy-4esLdXmO1F6k5kz0Qg,Ripple Training,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Founded in 2002, Ripple Training Inc. is an online digital training and content distribution company specializing in software training products and plug-ins for post production professionals. Ripple Training was founded by editor and producer Steve Martin who has over 20 years of experience as an editor, educator, and producer.

We have a passion to help you be creatively successful! Trained over 100,000 students: Whether you’re a beginner, small business owner who wants to learn how to edit marketing videos like a pro, film editing enthusiast, or a professional video editor who wants to expand their careers, we’ve got the video editing courses for you! 

Ripple Training: Trusted Tutorials for Final Cut Pro, DaVinci Resolve, Motion Video Editing Software & More!

You can learn from Industry Experts and engage with tutorials that won’t waste your time!

Bring your creativity to life with Ripple Training and become more proficient in your editing skills."
UC9tnwOsaA7T29VuUCuXvr7g,Stewart and Alina,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"As a husband and wife team, we have spent the last 10 years creating every kind of video and photo content you can think of - from music videos to corporate promos to wedding films to YouTube videos! Let us show you how to get the very best results from your gear and how to edit your content for your audience. 

Like you, we don't have access to top-tier, $100k Hollywood kit, so we learnt to stop making excuses and do more with less! Having been through this journey ourselves, we can confidently say that your gear is not a bottleneck in your creative endeavours so join us as we show you how to make the most of what you've got as you become a better creator.  

Stewart & Alina"
UCcPuBEAwuF6XWXkcXJXJwsg,This Guy Edits,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"This Guy is an ACE Award-nominated editor who cut for James Cameron, Joseph Gordon-Levitt, and Sundance filmmaker Mark Webber.

-------------------------------

Do you want to learn how to start any edit like feature film and documentary editors do it? Please visit: https://www.secreteditinghacks.com
For business inquiries please go to https://thisguyedits.com/contact. 
If you would like feedback on your work please visit https://thisguyedits.com/consulting-on-cuts

★- - - - - - - - - - - - - - - - - - - - - - - - - - - ★

➜ LEARN FILM EDITING - Free Mini Course: https://secreteditinghacks.com

➜ Support This Guy Edits on PATREON and receive extra videos and bonus rewards-
https://www.patreon.com/thisguyedits"
UCJASBOyF4Fkd26SIwRhLuZw,Tone and Tighten,"DIY, Home & Construction",3.2000000000000006,4.800000000000001,1.6,"Hi - I'm Jared! I am a doctor of physical therapy who specializes in rehabilitating orthopedic (back, neck, shoulder, knee, etc) and postpartum (diastasis recti) conditions. I love being fit, healthy, strong, and active, and hope to help you accomplish your fitness goals. On this channel you'll learn best treatments for common injuries through exercising and stretching, and how to become a fitter, healthier version of yourself. Please consider subscribing!

DISCLAIMER: The content on this channel is NOT medical advice and is intended for general education and demonstration purposes only. This content should not be used to self-diagnose or self-treat any health, medical, or physical condition. You agree to indemnify and hold harmless T&T Digital Media, LLC and its officers for any and all losses, injuries, or damages resulting from any and all claims that arise from your use or misuse of this content. Use of this content is at your sole risk."
UCxWulY15ahTxS0VieQp-HPg,Brody Dolyniuk,"DIY, Home & Construction",4.800000000000001,4.800000000000001,0,"Welcome to Brody Dolyniuk’s channel. I’ll upload things I hope you’ll find interesting...cover songs, technical how-to videos, My car projects, etc. www.BrodyDolyniuk.com"
UCRqGBcNkSE1-w9pbh_j7bSw,Daniella Benita,"DIY, Home & Construction",4.800000000000001,4.800000000000001,0,"Now taking clients in Doylestown, Pennsylvania! Please check out my website (linked under my channel banner) for location, menu, pricing, and contact information. I can't wait to work with you!  

I've loved making videos and home movies since I was very little, and am now sharing my work on YouTube and Instagram as a beauty vlogger. On my channel you can find hair color tutorials, hair styling, salon business tips, and more! Say hi in the comments! I love getting to know my followers!"
UCBB0oz7Yo_35gnbPYGKGJTA,Diesel Creek,"DIY, Home & Construction",4.800000000000001,4.800000000000001,0,HEAVY EQUIPMENT REVIVAL - REPAIR - RESTORATION - CONSTRUCTION
UC073quTeFarhKNe8ZuC6Qig,Drew Builds Stuff,"DIY, Home & Construction",4.800000000000001,4.800000000000001,0,My name's Drew and I like to build and create. This channel has no specific theme -- whatever I think is a cool build or creation is what gets uploaded!
UCKvJ_vxZZoN5yeWBU2CVGcQ,Fit Father Project - Fitness For Busy Fathers,"DIY, Home & Construction",4.800000000000001,4.800000000000001,0,"We help Dads, and men over 40 lose weight, build muscle, and create lifelong health for themselves and their family!

We've helped tens of thousands of busy dads in over 100 countries get in better shape and better health.

Our team of men's health experts has created some of the best meal plans, workouts, and motivational videos specifically built for you as a busy father in your 40s, 50s, 60s, and beyond!"
,----- LOWEST MARGINS: Business & Marketing -----,,,,
UCz8K1occVvDTYDfFo7N5EZw,Law&Crime Network,Business & Marketing,1.5999999999999996,8,6.4,"Law & Crime is the leading multi-platform network that covers live court video, high-profile criminal trials, crazy crime, celebrity justice, and smart legal analysis. Created by TV’s top legal commentator and attorney, Dan Abrams, Law & Crime brings common sense written and video analysis to the often confusing and always intriguing world of the law. The network's team of journalists and lawyers provide real-time news updates along with live courtroom coverage of the most fascinating trials and legal stories. Watch the courtroom drama unfold live by tuning in at 9am ET each morning M-F. 

For Advertising Inquiries, Please Contact: sales@lawandcrime.com
For Licensing Inquiries, Please Contact: licensing@lawandcrime.com

Watch Law&Crime on over 50 different video platforms: https://lawandcrime.com/where-to-watch/

READ MORE GREAT ARTICLES FROM LAW&CRIME NETWORK HERE:
https://lawandcrime.com

A Dan Abrams Production."
UCED3hlYdD0SlCff7jJ8tF3Q,AI Samson,Business & Marketing,3.1999999999999993,8,4.800000000000001,"I help you to adapt, create, and thrive in the era of AI.

AI is transforming the way we create, work, and live. On this channel, I’ll guide you through the fast-moving world of AI, helping you explore its creative potential, understand its impact on design and entrepreneurship, and embrace its possibilities without fear. Together, we’ll uncover how to use AI to unlock new opportunities, push boundaries, and shape the future.

We explore the world of AI and its impact on design, entrepreneurship, and beyond! I'm Samson, a designer and AI enthusiast on a mission to uncover the most innovative AI tools and techniques that are revolutionizing the design industry. Join our growing community of AI and design enthusiasts by hitting the subscribe button and never miss an update on the latest AI tools, trends, and insights! 🔔
#ai
#midjourney #aiart #stablediffusion #chatgpt #ai #aidesign #aivideo 

Contact 

aisamsoninfo@gmail.com

For business enquiries 

NT2sNsNv"
UCnM9I0mYTFSO3wkfof7oUvA,Alex Ford,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Welcome to my YouTube channel & podcast!

For over a decade, I've been a digital marketing trainer helping people to find ways to make a full time income online and fire their boss.

On this channel, I help you to build a highly profitable online business, grow your income, and set yourself (and your family) financially free!

Every week, I bring you interviews with top earners in the industry that are CRUSHING IT with their businesses. Plus, free trainings so you can get more leads & sales, and ultimately make more money!

So whether you're just starting out with an online business, or you've been at it for a while, I've got you covered with helping you take your business to the NEXT LEVEL!

Here's how to get started:

⚡️ FREE EBOOK: How to Build A 6-Figure Online Business In Your Spare Time (Even If You're Brand New!):

➡️ AlexFordBook.com

Keep crushing it — talk soon!"
UC7o7gV3iTgpvXqdyThjevsg,ASICentral,Business & Marketing,3.1999999999999993,8,4.800000000000001,"The online home of the Advertising Specialty Institute, the largest media and marketing organization serving the ad specialty industry. ASI's mission is to bring together promotional products industry professionals (distributors, suppliers, etc ...) by providing catalogs, information directories, newsletters, magazines, Web sites and databases, and offering interactive e-commerce, marketing and selling tools."
UCFCDEaQC9NqzYDTxwTejlDg,Butcher Wizard,Business & Marketing,3.1999999999999993,8,4.800000000000001,"The Butcher Wizard Channel focuses on showing viewers how to butcher large cuts of meat so that they can save money and make better meals.  The channel not only has videos about butchery but also recipe videos that follow using the cut of meat that we worked on.  I am a classically trained chef and have also worked as a butcher.  This channel combines my love of cooking and my love of meat butchery.  I hope you enjoy.

If you are a brand wanting to advertise on the channel please email here:  rishab@smallscreenmarketing.com"
UC-dmJ79518WlKMbsu50eMTQ,Clark Kegley,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Hey, I'm Clark. Creator, entrepreneur, YouTuber, and the dude who’s helping you create a life that’s less ‘meh’ and more ‘hell yes.’

My job is to help you reinvent yourself… but not in the way you might think. Most advice treats you like a self-improvement project that needs fixing—but you’re not broken, and you never were. Real change has nothing to do with complicated productivity hacks or perfect 5AM routines.

It’s not about becoming someone else… it’s about unlocking the 2.0 version of you that’s already inside, waiting to be set free.
Because when you shift who you are, everything else—your confidence, relationships, and career—falls into place.

Ready to step into your 2.0 self? 

Let’s make it happen for you 👊"
UCaL1DGiCW-HVgqeaLuHUfJA,Cloud Based Real Estate Brokerage with Jesse Dau,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Hey! My name is Jesse Dau and I am a licensed Real Estate Agent & Team Leader with eXp Realty.

Before real estate, I spent 15 years in Corporate America. One day I quit, cold turkey.

Within 5 years my real estate business surpassed $100 million annually.

How did I see such explosive growth? 

1.) Building the most trusted YouTube for Real Estate brand ""CHANNEL JUNKIES"" in the real estate industry and leaning into it. 

2.) Aligning with a brokerage that shared our vision and goals. I was reluctant to explore eXp Realty before we made the move because my EGO made me think I knew what was best.... 

Since our specialty is YouTube, I wanted to create a YouTube channel that realtors can get real information without feeling the pressure of being recruited.

If you do have further question about eXp Realty, feel free to book a private session:

BOOK A LIVE ZOOM CALL HERE W/ JESSE (YES ITS ME) 📲 https://calendly.com/jessedau/expzoom

eXp
License# 201222305"
UCghY41qySm6IMH9VbRvf9VA,CopyandContentAI,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Imagine AI that’s SO powerful, it writes ALL of your customized sales copy and content FOR YOU (based on your specific customer avatar)…with the click of a button! 

CopyandContent.AI has a unique combination of tools, technology, and training unmatched by the abilities of ANY “AI Robot” or “Chatbot” solution anywhere…

Unlike ChatGPT and other “Robots” that either spit out what they want, or force you to become a “prompt engineer” and figure out how to execute extremely complex prompts and programming, the Genies dial in exactly what you want with total control! 

Getting the targeted, custom sales copy and content you need is as easy as filling out a form and whacking a button!

#copy #content #ai #aitools #aibusiness #businesstools #contentmarketing #contentcreation #contentcreators"
UC1CAa_tjoI4-bEsEjxvHJXQ,Dane McBeth Publishing,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Founder of PaysToPublish.com and living in British Columbia, Canada. 

I make videos based around self-publishing books and online entrepreneurship.

Want to learn how to get started with online publishing? Get started here: www.PaysToPublish.com"
UCcFfP0Px7cO3h6BCZUpXUQQ,Keith Wheeler Books,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Do you want to learn hints, tips and tricks to help make self-publishing and being an indie author just a little bit easier? Then you've come to the right place!

I'm real, folks! I work 40+ hours a week, have a wife, 4 kids, 3 grandchildren & still find time to write & self-publish books in multiple genres.

I cover KDP, ACX, Draft2Digital, Lulu, IngramSpark and a whole lot more.

I post new content every Friday.

Whether you're a new self-publisher or have been self-publishing books for years, there's always something new to learn.

Some of the self-publishing content includes:

• Running Amazon Ads, 
• Self-Publishing children's books, 
• How to make money self-publishing puzzle books,
• What are Kindle Short Reads,
• And much more.

So, if you want to learn all of the hints, tips and tricks to make self-publishing easier to navigate through, then subscribe and hit the bell icon so you can get notified every time I post new videos."
UChYHKRass0kZvBkVKQuZElQ,Matt Gray,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Want to scale your business? Let's chat ↓

Book a Call for Founder OS: https://fos.now/yt-train

Proven systems to grow a profitable audience with content. 

Want my free playbook to grow your profitable personal brand? Get it here: https://fos.now/yt-newsletter

Over the last 15 years, I’ve built 4 successful companies and a community of over 14 million people.

My mission is to inspire 100 million founders to live their dreams through proven systems.

I help entrepreneurs remove themselves from operations, scale with content and an engaged audience, and automate core systems.

I build personal brands using systems, storytelling, and AI. New videos weekly on scaling, mindset, and simplifying success."
UCLAEBQMxxwE6gNy13q_rdcg,Matt Lorion,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Gen Z entrepreneur, first million at 17 years old. Featured on CNBC, now teaching other's how to become financially free. Born and raised in Massachusetts USA, currently living in South Florida. Skipped college to pursue my dreams and help others do the same.

Business inquiries: matt@lorionenterprises.com"
UCbo-KbSjJDG6JWQ_MTZ_rNA,Nick Saraev,Business & Marketing,3.1999999999999993,8,4.800000000000001,"Hi 👋 I'm Nick. I make money with AI & teach others how they can too.

I'm not the best in the world, nor are my accomplishments the most impressive... but some people think I have interesting things to say! To that end, this channel is a way to organize my thoughts and provide a guidepost for people that want to grow or build an online business. 

You'll find marketing guides, Make.com guides, Integromat guides, Zapier guides, sales guides, and really anything I find interesting on a day-to-day basis. I'm Make.com & N8N certified and use it often as part of my businesses, so you'll see a lot of that too.

If you have any questions, feel free to ask and I'll happily respond in the comments. Thanks for reading."
UCxMoaKZtWKFuHGr7LIInOOQ,Nick Stephenson,Business & Marketing,3.1999999999999993,8,4.800000000000001,"I'm a USA Today Bestselling author of fiction (thrillers and sci-fi), non-fiction, and I also teach authors how to find their first 10,000 readers. I also run a software company that helps authors build beautiful, conversion-optimised websites.

^^ If you're looking for a way to age horribly in record time, definitely start a software company...

This channel covers all the fun stuff - how to write a novel (without wanting to drive your head through your desk), how to grow an audience, advertising strategies, and email marketing tips. If your an author - or aspiring author - you'll find something here to help. 

If you'd like to get a free 90 minute workshop on ""the three steps of author marketing"" and learn a process to start building your audience by this time next week, head on over here: https://www.yourfirst10kreaders.com/find-10k-readers/"
UCcaKZ3y-OXjmZZGD-OL--MQ,Self Publishing Empire,Business & Marketing,3.1999999999999993,8,4.800000000000001,"I'm Craig and I'm turning my online side hustle on Amazon KDP into a Self Publishing Empire through self publishing low, medium, and high content books online via Amazon KDP.

Join me as I turn my side hustle into a full-time online passive income stream in an aim to achieve financial freedom. I'll be completely transparent and share everything along the way from honest income reports, to money making tips, Amazon Ads strategies, advice on how to publish books,  the best publishing tools, AI software, walkthroughs, and more!

My goal focuses on producing books, researching new and innovative tools like text-to-image AI, discovering new ways to make money online, and creating a passive income stream.

This channel focuses mostly on book publishing through Amazon KDP,  but stretches across other platforms such as Etsy to experiment with additional ways to make money online.

Subscribe to follow my progress by signing up to my email list here: https://subscribepage.io/GmKXTh"
,----- LOWEST MARGINS: News -----,,,,
UC08Fah8EIryeOZRkjBRohcQ,Creator Magic,News,1.5999999999999996,6.4,4.800000000000001,"Creator Magic explores the latest AI tools and news, with a focus on AI coding. Our videos cover new AI tools, workflow automation, and practical ways to leverage AI for more efficient and innovative projects. Now everyone can build the idea of their dreams! Whether you're a developer or just getting started you'll learn how to integrate AI into your coding workflows and stay ahead of the curve with the most advanced AI powered solutions. Join us to discover the future of coding with AI!"
UCpr-NNORb2UQYDD3k-w-OFg,Denys Davydov,News,1.5999999999999996,6.4,4.800000000000001,"Go to https://ground.news/denys for local and global updates on Ukraine.

Every road is a home and every road is the home way. Find your road on road home...

Telegram: t.me/pilotblog"
UCrRttZIypNTA1Mrfwo745Sg,Paramount Plus,News,1.5999999999999996,6.4,4.800000000000001,"Now this is peak streaming.

The stars have aligned! Paramount+ is the streaming home of SHOWTIME®. Get the Paramount+ Premium Plan - hit movies, can't-miss series, and live sports await.

With Paramount+ you can stream over 40,000 episodes and movies from CBS, BET, Comedy Central, MTV, Nickelodeon, Smithsonian Channel, Paramount Pictures, and Showtime including exclusive originals, live sports, and news.

Plus, you can count on Paramount+ for the most iconic movies and the latest in live sports and news with your local CBS station, CBS News, CBS Sports HQ, and ET Live.

Start your free trial now and start streaming! 
https://bit.ly/3kGGJmg"
UCKRoXz3hHAu2XL_k3Ef4vJQ,Pod Save America,News,1.5999999999999996,6.4,4.800000000000001,"Pod Save America is a no-bullshit conversation about politics hosted by former Obama aides Jon Favreau, Jon Lovett, Dan Pfeiffer, and Tommy Vietor. It cuts through the noise to break down the week’s news and helps people figure out what matters and how they can help. They’re regularly joined by journalists, activists, politicians, entertainers, and world leaders. You can check out new episodes every Tuesday and Friday right here or wherever you get your podcasts.

Crooked Media is a company dedicated to providing a no-bullshit conversation about politics in culture. We provide a platform for you to laugh, cry, scream, ridicule us, share your ideas, and hopefully decide you want to help us in fixing the mess America has gotten itself into.

Learn more about us at http://www.crooked.com
Follow us on Twitter https://twitter.com/podsaveamerica
Follow Crooked on Instagram https://www.instagram.com/crookedmedia/"
UCV6hWxB0-u_IX7e-h4fEBAw,Reed Timmer,News,1.5999999999999996,6.4,4.800000000000001,"Hi, I’m extreme meteorologist and storm chaser, Reed Timmer, known for embedding myself into some of the most severe weather storms and scenarios imaginable, so that I can research, report and warn others before natural disasters strike.

While most prefer to avoid the bad news that comes with bad weather, I charge towards it; intercepting tornadoes and hurricanes with my armored vehicle, the SRV Dominator, and launching trackable meteorological sensors into their strongest winds. My team has deployed probes into tornadoes using drones, small aircraft, and even rockets, gathering measurements never-before-recorded on earth. Documenting all things related to atmospheric science is my passion.

I’ve been featured on the Discovery Channel, National Geographic, Netflix, The Weather Channel, Disney, PBS, AccuWeather and more! I’ve been featured on Jay Leno’s Garage, and worked with the legendary Richard Hammond, from Top Gear & Grand Tour. It’s insane where my weather career has taken me."
UC0FBv8ckxw1hrZxbUm3G7hA,Rob The AI Guy,News,1.5999999999999996,6.4,4.800000000000001,"On this channel I'll be teaching you how to use AI to increase your productivity, to make more money online and overall to improve your life. If you want to stay up to date on the latest AI news, trends or learn how to use ChatGPT better this channel is for you!

Facebook: Rob The AI Guy 
Instagram: robtheaiguy"
UCNJ1Ymd5yFuUPtn21xtRbbw,AI Explained,News,1.8000000000000007,6.4,4.6,"Covering the biggest news of the century - the arrival of smarter-than-human AI. The author of Simple Bench, exposing the remaining human-LLM reasoning gap. Join me at AI Insiders, with exclusive videos and a 1000+ network of AI enthusiasts and professionals: https://www.patreon.com/AIExplained

Business Enquiries: aiexplained@outlook.com

Are you a cracked dev w/ some spare hours? Myself and a co-founder are polishing off an epic workflow tool (Typescript, Node.js) deployed on Heroku (one day AWS) which, to oversimplify, calls 10+ APIs (OpenAI, Ideogram you get the idea) and integrates outputs in a beautiful UI. We can handle almost everything but if you are insanely talented at e.g. integrating token counting into Postgres w/ caps for free/paid plans, or just solving complex/novel issues at high speed (say, integrating Upscale Ideogram endpoint w/ Assembly transcription, while Anthropic tokens still stream to user in middle, using latest docs in a couple hrs), then worth an email!"
UCawZsQWqfGSbCI5yjkdVkTA,Matthew Berman,News,4.800000000000001,6.4,1.6,"Artificial Intelligence (AI), Open Source, Generative Art, AI Art, Futurism, ChatGPT, Large Language Models (LLM), Machine Learning, Technology, Coding, Tutorials, AI News, and more"
UCQANb2YPwAtK-IQJrLaaUFw,Brian Tyler Cohen,News,6.4,6.4,0,"Brian Tyler Cohen is one of the most viewed independent progressive political hosts on YouTube. Subscribe for daily breaking news clips followed by in-depth commentary; interviews with top figures (including President Biden, Kamala Harris, Bernie Sanders, AOC, Elizabeth Warren, Jamie Raskin, Pete Buttigieg, Mark Cuban, Jen Psaki, Rachel Maddow, Nancy Pelosi, and many more); weekly video podcasts for a deep-dive into the week's most important stories; legal analysis on ""The Legal Breakdown"" with Glenn Kirschner and voting rights news on ""Democracy Watch"" with Marc Elias; and livestreams of major events, from debates to election results. 

In just a few minutes a day, Brian's videos will keep you informed on what's going on, why it's important, and how it affects you-- always in a way that you can understand. The goal of this channel is to give a clear, concise, honest, and entertaining look at what's happening in the US right now, because politics should be accessible to everyone."
UCT2kPBcD6tXn8TP_aV7BmgA,China Observer,News,6.4,6.4,0,"This channel brings the audience first-hand news from China and exclusive analysis. 
For business cooperation, please contact us: business@chinaobserver.co"
UC83jt4dlz1Gjl58fzQrrKZg,CNA,News,6.4,6.4,0,"Welcome to the official CNA YouTube channel.

Based in Singapore, CNA covers global developments with an Asian perspective. Come to us not just for the latest news, but also documentaries, expert analysis and stories behind the headlines.

Our correspondents are based in major cities across Asia, including Kuala Lumpur, Jakarta, Bangkok, Tokyo, Seoul and Beijing, as well as in New York, Washington D.C. and London.

Hit the subscribe button to be notified when we upload fresh news clips and documentaries on YouTube, or bookmark cna.asia for the top headlines, insightful reads and more videos.

And tap on the Community tab and tell us what you’d like to see more of! https://cna.asia"
UCy6Q9UCG7Wa-N7nht2BFrHA,CSI Starbase,News,6.4,6.4,0,"Thanks for checking out CSI Starbase on YouTube!

CSI Starbase is the Daily Show of Starship news.  Our goal is to explore the advancements and updates happening at Starbase with extremely deep analysis. These episodes are intended to be lighthearted yet extremely informative."
