id,title,description_snippet,umbrella,subcluster_label,seed,confidence,videoCount
UCBHhdnYxvu94yefpeZABY9g,Dream Theater,The official YouTube channel of the US progressive metal band Dream Theater.,Music & Musicians,band,band,1,310
UCRKUD_3V4q7qyAexSuiBIFw,El Conan,"Simply wanting to share my love of Jazz, Gospel, and Latin Christian Music",Music & Musicians,jazz,jazz,0.647,16
UCvrmr8Nfd86dG7pnSHC7c6Q,EllenPlaysBass,"13-year-old bass player from Las Vegas, Nevada. Started playing the bass in April 2020. The journey continues ...   Offi…",Music & Musicians,Other (Music & Musicians),Other,0,202
UCHlHSn0iwyYJg9LQETZ5R_Q,Four80East,Welcome to the official Four80East YouTube channel!  Four80East is an electro-jazz collective that’s all about the groov…,Music & Musicians,jazz,jazz,1,167
UCbd-QOxzNKQifQfSuaH5I0A,JackConteExtras,"I'm Jack! CEO of Patreon, half of Pomplamoose and half of Scary Pockets. I'm currently experimenting with this channel, …",Music & Musicians,band,band,0.64,164
UC40gs0opj389ohjLnJIAJzA,Jonathan Young,Singer & music producer.,Music & Musicians,music,music,1,634
UCrBId04l9CaruJsQ5Q8y9lA,Kanade Sato,"Born in Saitama Prefecture, 2002.   Familiar with Jazz fusion and Pop music from an early age.   She self-taught the mel…",Music & Musicians,jazz,jazz,0.786,137
UCXZDUSJ0XU4KxhI00R_yCXQ,Lari Basilio,Musician. Guitar Player. www.laribasilio.com,Music & Musicians,Other (Music & Musicians),Other,0,258
UC74ssco0gFbhNpXHJyYcYEQ,Lexington Lab Band ®️,Here you will find a collaboration of central Kentucky musicians tackling some of the most iconic artists of the last 50…,Music & Musicians,band,band,1,318
UC-RA5BzE_BnZhf5iVdNF1hA,loopop,"Loopop is all about in-depth electronic music & synth ideas tips, tricks and reviews!",Music & Musicians,music,music,1,397
UC3TqK2sSktlk7CmXGpw7_Cg,Low End University,"Low End University was founded by Mark Michell, an internationally-touring and recording bassist known for his work with…",Music & Musicians,jazz,jazz,0.647,326
UClI2TvzZX2IkZ_usZV8QOvA,Mack Avenue,"The official YouTube channel for Mack Avenue Music Group, a family of labels including Mack Avenue Records, Artistry Mus…",Music & Musicians,music,music,0.831,1647
UCZiGGE0e0DctISlShAILbjQ,Marcin,Marcin's official channel. Website: https://marcinofficial.com Instagram: https://www.instagram.com/marcin.music TikTok:…,Music & Musicians,Other (Music & Musicians),Other,0,48
UCKrWgJg6GU9OwC-5fSqfB1g,Martin Miller,"I‘m Martin Miller, a musician from Leipzig, Germany, born in 1985. I‘ve been a professional musician my entire adult lif…",Music & Musicians,band,band,0.64,245
UCh1vNDTd-d60UEJRf6BAUZA,Matt Johnson’s Keyspace,I have been the keyboard player from Jamiroquai for the last 22 years as well as an in demand session player and produce…,Music & Musicians,music,music,1,132
UC_P_VjGqCyjQyCwBUPu4lHg,Milo Andreo,"Se seu sonho é aprender a tocar teclado e piano, você está no lugar certo! Não importa se você acha que ""não leva jeito""…",Music & Musicians,Other (Music & Musicians),Other,0,935
UC-9-kyTW8ZkZNDHQJ6FgpwQ,Music,"Visit the YouTube Music Channel to find today’s top talent, featured artists, and playlists. Subscribe to see the latest…",Music & Musicians,music,music,1,0
UCV-gQcOtKcxOPaPk1MVe4jQ,Music Shed,,Music & Musicians,music,music,1,557
UCPhq7iR65k0gWcraXgLiY1A,Nigel John Stanford,"Music from Nigel Stanford. Cymatics, Audio Visualization, Robotic Instruments from Wellington, New Zealand",Music & Musicians,music,music,1,31
UCFPzKZg-By8_DtBJiEDLcJw,NOAPOLOGY,Booking: booking@noapologyband.com Visit our official web site: http://noapologyband.com  BAND LINE UP:  Daria Zaritskay…,Music & Musicians,band,band,1,123
UC4eYXhJI4-7wSWc8UNRwD4A,NPR Music,"The official YouTube channel for NPR Music featuring Tiny Desk Concerts, live shows, documentaries and more.  Find more …",Music & Musicians,music,music,1,2823
UC4hELpI0Zw3t7ASEGkgkmZA,Peter Barber,"Professional singer, music producer, YouTuber, and 1/4 of The Bass Gang.",Music & Musicians,music,music,1,779
UCbOh7f6EoY4K-2Vvii-17xg,PHANTOM,PHANTOM A ROMEO & CO. MUSIC PROJECT,Music & Musicians,music,music,1,197
UC-MEgsEcEkbSuPWpu4a-PzQ,Plini,Bedroom musician from Sydney. I like food and stuff.,Music & Musicians,Other (Music & Musicians),Other,0,132
UCNB_pp1iJiEDvTxO5wENMZA,Puddle Of Mudd TV,"Welcome to the Official Puddle of Mudd YouTube Channel - Puddle Of Mudd TV! Follow the band LIVE, join the band on stage…",Music & Musicians,band,band,1,239
UCjIrqdXaUzYEEAIib8bsBrw,ReelinInTheYears66,"Reelin' In The Years Productions houses the world's largest library of music footage, containing over 30,000 hours of ma…",Music & Musicians,music,music,1,3232
UCCD_GyqAJ2w5UpH9R4yIEjw,Reinhardt Buhr,"Multi-Instrumentalist Reinhardt Buhr has composed 16 albums. At the end of 2019, his work went viral through social medi…",Music & Musicians,music,music,0.529,231
UCJquYOG5EL82sKTfH9aMA9Q,Rick Beato,Everything Music,Music & Musicians,music,music,1,1978
UC5UbM7c9BhNBto3_zDcdr4w,RMNS Channel,ABOUT US: Hi! We are RMNS Channel where every day our music is encoded and upload at its best. Most of them are encoded …,Music & Musicians,jazz,jazz,0.534,5
UCpVqUbp1Q3LPlOg4DG6F6pQ,Ronny Jordan - Topic,"Robert Laurence Albert Simpson, known professionally as Ronny Jordan was a British guitarist and part of the acid jazz m…",Music & Musicians,jazz,jazz,0.846,134
UC-2JUs_G21BrJ0efehwGkUw,Scary Pockets,"We are Scary Pockets, a funk band that releases weekly music videos and covers, in pursuit of the funk. Scary Pockets is…",Music & Musicians,band,band,0.64,422
UCWTj3vCqkQIsrTGSm4kM34g,Scott's Bass Lessons,"Your hub for all things bass guitar - online bass lessons, artist interviews, gear reviews, song breakdowns, and so much…",Music & Musicians,Other (Music & Musicians),Other,0,2124
UCv7Bgr5Mq-dPYu-Ol4AocEA,Shinedown,Shinedown's OFFICIAL YouTube channel.   Listen/watch new music here and subscribe for official content: https://lnk.to/S…,Music & Musicians,music,music,1,419
UCGn3-2LtsXHgtBIdl2Loozw,sina-drums,"I love making music, playing drums and working together with other musicians. On this channel, you will find drum covers…",Music & Musicians,music,music,1,631
UCE-xQTbJXX0wBi_cbA7-XAw,Sons of Legion,"Sons of Legion is a powerhouse blend of rock, soul, and blues, delivering raw energy and heartfelt grit with every perfo…",Music & Musicians,music,music,1,285
UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,The Spinnin’ Records YouTube channel is the home for all music videos of the world’s leading dance record label!  We fea…,Music & Musicians,music,music,1,13073
UClKIjbgtWGzHtXhBDS_I0pg,State Azure,Electronic music producer and composer from the UK.,Music & Musicians,music,music,1,597
UC9tnwOsaA7T29VuUCuXvr7g,Stewart and Alina,"As a husband and wife team, we have spent the last 10 years creating every kind of video and photo content you can think…",Music & Musicians,music,music,1,197
UCN-JravNOcJu1KBAeuecQ0Q,Tal Wilkenfeld,"Tal Wilkenfeld’s album 'Love Remains,’ which debuted at number 1 on the Billboard Heatseekers chart is a testament to th…",Music & Musicians,Other (Music & Musicians),Other,0,25
UCaHkDyvWVXXAGyG2lURMaYg,Tennessee Brando,"The YouTube Channel for Social Commentator, Singer Songwriter and Meidas Touch Contributor “Tennessee Brando!”",Music & Musicians,Other (Music & Musicians),Other,0,2706
UCFlXQdhS9koeFIxUagXhb4g,thatbassvoice®,"I’m Eric Hollaway - better known as thatbassvoice.  My voice drops low, hits deep, and doesn’t play by the rules. On thi…",Music & Musicians,jazz,jazz,0.647,439
UCB81DRhPwVoUQcVNp3dBIXQ,The Graystones,"We're The Graystones and we love music. We hope to share our journey as we improve as musicians, performers and song wri…",Music & Musicians,music,music,0.771,39
UCvEO0vHclzNfDYCyKQV5TsA,The Wellermen,"The Wellermen’s history is well-known: originators of the sea shanty trend on Tiktok, they’ve since gone from strength t…",Music & Musicians,band,band,1,424
UCp9GmsywyVNLdpu8iB0d9Mg,Tim Welch Vocal Studio,"Breaking down WHY you love the artists you love, note by note.   I've been a vocal coach for the last 25 years, building…",Music & Musicians,music,music,0.522,303
UCUZM6dU9lRVEfrZF3EFrzWQ,Yello,This is the official YouTube Channel by the electronic music pioneers YELLO.,Music & Musicians,music,music,1,14
UC36i_MUpwgeDpXFE4YzAXpw,Yuqing Guo,Learn One Shot 360 Magic . master your 360 cameras like never before and finally become the magician of your own life wi…,Music & Musicians,Other (Music & Musicians),Other,0,443
UCpF9KnCcZM9KWovxn3TtZ9Q,YYNOT,Progressive Hard Rock Band. Classic Rush and Originals   Adi Argelazi: Vocals Billy Alexander: Guitar/Vocals  Tim Starac…,Music & Musicians,band,band,1,114
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,"The Huberman Lab podcast is hosted by Andrew Huberman, Ph.D., a neuroscientist and tenured professor in the department o…",Health & Fitness,health,health,1,401
UCe0TLA0EsQbE-MjuHXevj2A,ATHLEAN-X™,"Welcome to ATHLEAN-X™ on YouTube!  This is where you can find all the latest FREE workouts, nutrition and training advic…",Health & Fitness,Other (Health & Fitness),Other,0,1632
UC0N-iKBpHZlhSFu6BqLsHWQ,AV-Ultra,"2010- 2015 I had the opportunities to train several Fortune 500 companies. Some of my clients include: Wells Fargo, Kohl…",Health & Fitness,health,health,1,78
UCXnFys9ZXBE0uyDhKHUi-dA,Dr. Andrea Furlan,"I am a physician, scientist and professor of Medicine in Toronto, Ontario, Canada.  2022 Toronto's Top Doctor in Pain Ma…",Health & Fitness,medical,medical,0.787,660
UCFAsatVhnrL8j7NXVWvK23A,Dr. Leo,"Welcome to my channel, where you can watch educational videos on the topics of weight loss and healthy lifestyle.  I ach…",Health & Fitness,medical,medical,1,20
UCIe2pR6PE0dae9BunJ38F7w,Dr. Sten Ekberg,"Health Channel that focuses on all aspects of Natural Health & Wellness featuring Olympic decathlete & holistic doctor, …",Health & Fitness,health,health,1,684
UCSsAoV6KrfZZ71Kkwb_GWVA,Dr. Susan Hardwick-Smith,"Meet Dr. Susan, a renowned Board-Certified Gynecologist and Certified Menopause Practitioner through the Menopause Socie…",Health & Fitness,medical,medical,1,326
UCKvJ_vxZZoN5yeWBU2CVGcQ,Fit Father Project - Fitness For Busy Fathers,"We help Dads, and men over 40 lose weight, build muscle, and create lifelong health for themselves and their family!  We…",Health & Fitness,health,health,1,1026
UCgBg0aacyJnw4qUnb1FlfEQ,Institute of Human Anatomy,"🧠 The Institute of Human Anatomy (""IOHA"") is a private human cadaver laboratory that educates health, fitness, and medic…",Health & Fitness,medical,medical,0.552,901
UCIma2WOQs1Mz2AuOt6wRSUw,KenDBerryMD,"Evidence-Based Nutrition + Ancestral Health  I’m Dr. Ken Berry, a Board Certified Family Physician, and the Proper Human…",Health & Fitness,health,health,1,1972
UCnAGH-jp4YXl30rir1BPrxA,Keto Recipes,Dr. Eric Berg is a chiropractor who has 30 years of experience in healthcare and specializes in healthy ketosis and inte…,Health & Fitness,health,health,1,296
UCKqf_mRynhJ_o0oGOH4VNvg,"Marla Heller, MS, RD, Mediterranean & DASH expert",Marla Heller is a DASH diet expert and the NY Times bestselling author of 5 DASH diet books. Marla's Mission is making t…,Health & Fitness,health,health,1,13
UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,Clinicians and students deserve better medical education!  We’ve sat through dense PowerPoint lectures with way too much…,Health & Fitness,medical,medical,1,621
UCqBERDzM6ZcovT1s01kIrVg,Michigan Foot Doctors,Michigan Foot Doctors has a goal of empowering you to find the right doctor or care for your medical problem. All inform…,Health & Fitness,medical,medical,1,1438
UCdQ_ZkYaMe6qPoueUyPQgpQ,Photoshop Training Channel,"Photoshop Tutorials for beginners.   Hi, I'm Jesus Ramirez! I'm here to help you learn Adobe Photoshop and Lightroom!   …",Health & Fitness,Other (Health & Fitness),Other,0,598
UCnA2IGSh8jOPPiz20oamKzA,Planet Fitness Beginner,"For $10 a month and 24/7 access to the gym plus a free trainer anytime you'd like, you'd be crazy not to join Planet Fit…",Health & Fitness,Other (Health & Fitness),Other,0,42
UCaw4VmRW8SfygV2u044OpoQ,POP PSYCH,"Welcome to my channel!    I am a licensed Psychologist, with an M.A. in Marriage and Family Therapy, and a Ph.D. in Coun…",Health & Fitness,Other (Health & Fitness),Other,0,938
UC-Qy-4esLdXmO1F6k5kz0Qg,Ripple Training,"Founded in 2002, Ripple Training Inc. is an online digital training and content distribution company specializing in sof…",Health & Fitness,Other (Health & Fitness),Other,0,1009
UC00LJoYxVb0T8e5miMBl0EQ,Southwestern Health Resources,Southwestern Health Resources (SWHR) is a national leader in population-based healthcare. Combining the strengths of UT …,Health & Fitness,health,health,0.709,14
UCx5KB2QDUDH-o8PFnF3yJCQ,The Basic Filmmaker,"The Basic Filmmaker helps people create better videos for YouTube, focusing on audio and sound, video editing, and provi…",Health & Fitness,Other (Health & Fitness),Other,0,778
UCJASBOyF4Fkd26SIwRhLuZw,Tone and Tighten,"Hi - I'm Jared! I am a doctor of physical therapy who specializes in rehabilitating orthopedic (back, neck, shoulder, kn…",Health & Fitness,medical,medical,0.712,708
UCa09am-cOsC-FSgr_nLkFFA,ZOE,Hit subscribe for the best science-led health & nutrition content,Health & Fitness,health,health,1,481
UCNWb1R70xnomfDf6Iu0uZ2Q,Burkland Gardens,Burkland Gardens is a plant nursery in Washington state specializing in dwarf and unusual conifers owned by Travis and J…,Gardening & Outdoors,garden,garden,1,94
UCARXOI1UlItgIevoI5jZViQ,CaliKim29 Garden & Home DIY,"If you're looking to grow fresh, organic food in simple and cost-effective ways, CaliKim is your go-to guide for all thi…",Gardening & Outdoors,garden,garden,0.545,1840
UC-eicAkiRdGLguiS1dS_N9Q,Clay Hayes,"We make the best traditional archery, bow building, recurve bow hunting, bushcraft, and survival skills videos on the we…",Gardening & Outdoors,garden,garden,1,473
UCSbyncU597LMwb3HhnAI_4w,Epic Gardening,"We exist to help you grow. Dive in to our in-depth grow guides, inspiration, tips, and tricks.",Gardening & Outdoors,gardening,gardening,1,730
UC_kg1A_YPAa66hZWq7VPg7Q,Garden Answer,Garden Answer | Fun DIY and Garden Videos   www.youtube.com/gardenanswer www.facebook.com/gardenanswer Twitter @gardenan…,Gardening & Outdoors,garden,garden,1,2642
UCigpI42Fq8aYp6IDIoDSqQQ,Garden Style nw,"Sharpen your gardening skills and gain expert advice from Nursery owner, Garden Designer and Horticulturist Debbie Cassi…",Gardening & Outdoors,garden,garden,0.6,133
UCWsI0LmiDyezbnN2JCL4P9w,Gardener Scott,"The Gardener Scott channel offers thorough videos that show how to garden, explanations of why it works, gardening philo…",Gardening & Outdoors,gardening,gardening,0.714,870
UCnPPpuLBjQZYC6M2BDxd0Ew,Gardening Products Review,"Honest, unbiased reviews of a wide range of gardening products. If it's used in the garden, we review it!  We show you t…",Gardening & Outdoors,gardening,gardening,0.625,90
UCptL6_qMImyW_yZwiMjQdpg,Gary Pilarchik (The Rusted Garden),This is a 'Teaching Channel' that is dedicated to vegetable gardening and growing food. Use the timestamps to navigate q…,Gardening & Outdoors,garden,garden,0.75,2162
UC9r61qohBg1qgGty4_WzojA,GrowVeg,We're passionate organic gardeners who love growing our own food and helping others. We produce the very best vegetable …,Gardening & Outdoors,garden,garden,1,561
UC5PA3oLhFbaba-LlbR_xVNg,joegardenerTV,Welcome to joegardenerTV. My passion is organic gardening & growing food. I created this channel to teach you everything…,Gardening & Outdoors,gardening,gardening,0.857,268
UCUnFheTbVpASikm0YPb8pSw,Learn Organic Gardening at GrowingYourGreens,Growing Your Greens is one of the most watched gardening show on youtube. It's a fun and enlightening show on how to gro…,Gardening & Outdoors,gardening,gardening,1,1806
UCVGVbOl6F5rGF4wSYS6Y5yQ,MIgardener,"Welcome to MIgardener!  Learn how to garden easier, smarter, and have more fun gardening! Join me for weekly videos abou…",Gardening & Outdoors,gardening,gardening,0.667,2312
UCcJceGUaevGlP7s2xzL9akA,Next Level Gardening,"If you’re a beginning gardener or someone who has been growing food and flowers for years,  I will help you take your ga…",Gardening & Outdoors,gardening,gardening,1,533
UCxv1rK6prSp2aoNqNyxD_Vg,Nick Page,"Landscape photography vlogs, gear and tutorials.",Gardening & Outdoors,Other (Gardening & Outdoors),Other,0,279
UCkJld-AoXurbT2jDnfM8qiA,Nigel Danson,I am passionate about landscape photography and the great outdoors.  Follow my adventures taking beautiful landscapes in…,Gardening & Outdoors,Other (Gardening & Outdoors),Other,0,435
UCAhcelYvyDAPy0cn_sscWkw,Off Grid In The Pacific North West,This channel is committed to sharing life and experiences  in the Pacific North West. We live off the Grid and Have a gr…,Gardening & Outdoors,Other (Gardening & Outdoors),Other,0,830
UCQGv_dy-oLeu5SSgz2_8i8w,Project Diaries,Welcome to Project Diaries! ​ Project Diaries is an ever growing Gardening Community and information Youtube Channel bas…,Gardening & Outdoors,gardening,gardening,0.5,136
UC9V_-gqJsZNOy4v_HqbRz3w,The Gardening Channel With James Prigioni,"Gardening is my passion, and growing Food Forests is my specialty. I go beyond organic gardening and work with nature ra…",Gardening & Outdoors,gardening,gardening,0.833,707
UCx4pIz6Xb3xeC5tz9MYZfWg,V V,Gardening tips and how to's,Gardening & Outdoors,gardening,gardening,1,99
UC6AFPIXFIHYZItD0fmgDN9Q,Above Ground Pool Builder,Your above-ground pool installation specialists. Providing above-ground pool and liner installations since 1997.,DIY/Home/Services,Other (DIY/Home/Services),Other,0,59
UCIXKkzlHjD1rUPOLRfJZvrg,Becki and Chris,"Becki's new channel:https://www.youtube.com/@beckipeckham  We're Becki and Chris, we produce content centered around our…",DIY/Home/Services,diy,diy,0.526,455
UC9xpl8LyFRsKXASGHBBj_xQ,Building Integrity,Building Integrity is an educational channel covering current events and lessons in the engineering and construction ind…,DIY/Home/Services,Other (DIY/Home/Services),Other,0,63
UCNzszbnvQeFzObW0ghk0Ckw,Dave's Garage,"Windows History, Windows vs Linux Comparisons, Arduino Project Tutorials, Shop Projects, ESP32 Information, and more in …",DIY/Home/Services,diy,diy,1,509
UCpr-NNORb2UQYDD3k-w-OFg,Denys Davydov,Go to https://ground.news/denys for local and global updates on Ukraine.  Every road is a home and every road is the hom…,DIY/Home/Services,home,home,1,1442
UCBB0oz7Yo_35gnbPYGKGJTA,Diesel Creek,HEAVY EQUIPMENT REVIVAL - REPAIR - RESTORATION - CONSTRUCTION,DIY/Home/Services,Other (DIY/Home/Services),Other,0,387
UCEAY1udDi0HBnu7BbxDsJUg,DIY PETE,"Interested in Sponsorships, Reviews, or working together? Please send all inquiries to:  diypete@influint.co  I have som…",DIY/Home/Services,diy,diy,1,163
UCt9kG_EDX8zwGSC1-ycJJVA,Elementor,Elementor is the leading website builder platform for WordPress web creators. It empowers seamless web creation through …,DIY/Home/Services,Other (DIY/Home/Services),Other,0,797
UCzr30osBdTmuFUS8IfXtXmg,Essential Craftsman,"40+ years of building experience, all in one channel. Learn house-building, carpentry & construction, blacksmithing, saf…",DIY/Home/Services,Other (DIY/Home/Services),Other,0,880
UCw9zJ3qnebPPGsutiEAvu5Q,Full Time Filmmaker,Your Creative Home Base,DIY/Home/Services,home,home,1,302
UCnorhjQR4zJkT7AVNhu395Q,Home RenoVision DIY,"Learn How to Renovate Like a Pro Welcome to Home RenoVision DIY, where we empower homeowners to renovation, save money, …",DIY/Home/Services,home,home,0.692,1023
UCpJ1vJPFqImom-NN2fkBS0A,HouseImprovements,I produce how-to DIY home improvement videos to help people of all skill levels. I've been a professional in the constru…,DIY/Home/Services,diy,diy,0.526,484
UCqyRc7Thu1T7qLIPvy0r7JA,I Love RV Life,Welcome to I Love RV Life. There are numerous RV sites from seasoned full-timers to wide ranging forums. Joan and I want…,DIY/Home/Services,home,home,1,403
UCR-DXc1voovS8nhAvccRZhg,Jeff Geerling,"Father, author, developer, maker. Sometimes called ""an inflammatory enigma"".",DIY/Home/Services,Other (DIY/Home/Services),Other,0,528
UCa6vGFO9ty8v5KZJXQxdhaw,Jimmy Kimmel Live,"The official Jimmy Kimmel Live! YouTube Channel. Home of Celebrities Read Mean Tweets, YouTube Challenges and the rest o…",DIY/Home/Services,home,home,1,7566
UC4oVjJptcsvtgIMrdIUQYlQ,LADbible Stories,"Welcome to LADbible Stories, the home of original shows and extraordinary stories told by real people.   Here, you’ll fi…",DIY/Home/Services,home,home,1,1437
UCReiNw77Lw8Es5VMNekirrw,Leggari Products,Leggari is a coating based channel (metallic epoxy & concrete overlay) that will show you how you can use our products a…,DIY/Home/Services,diy,diy,1,919
UCQhuXR2O6MpsCHfByBiF10Q,Pavement Repair Products Co.,"The FASTPATCH line of products gives you the tools to repair concrete spalls, break-outs or voids in everything from air…",DIY/Home/Services,Other (DIY/Home/Services),Other,0,7
UCtrdEiQnaRrmseXgggjt3Dw,Plaid Crafts,"We are makers of FolkArt Paint, Mod Podge, Apple Barrel Paint,  Bucilla & more! Connect with us across social media (@Pl…",DIY/Home/Services,diy,diy,1,1883
UCNl2ziy9FwESuahXMyfCRVA,RV Tips & Travels,Hey there 👋 I'm Ross & behind the camera is my wife Tara.  I'm an RV owner & a registered RVTAA technician.  I created t…,DIY/Home/Services,Other (DIY/Home/Services),Other,0,136
UCy4vTBzImDfSEQejeWt-xVA,RVstreet,"RVstreet is a DIY, How-To, RV Channel and has become a fast growing, go to source on how to maintain, repair & upgrade y…",DIY/Home/Services,diy,diy,1,122
UCjyDzADaZy1WFUWqFmfcHJg,StreamGeeks,"Welcome to the StreamGeeks YouTube Channel. Home for our live streams, video recordings, podcasts and other streaming me…",DIY/Home/Services,home,home,1,686
UCFhMWAVkp-3T2YnwdwH0TXQ,SVS,"SVS is a Youngstown, Ohio-based home audio brand built on engineering excellence and a passion for uncompromising sound …",DIY/Home/Services,home,home,1,245
UC6n8I1UDTKP1IWjQMg6_TwA,The B1M,"We love construction and we want the whole world to love it too!   Hosted by Fred Mills, The B1M is the world’s largest,…",DIY/Home/Services,Other (DIY/Home/Services),Other,0,767
UCv7ayuEI595kZglwebEWWWw,Adam Taylor // Architecture Photography Resources,"I am an interior and architecture photographer based in Oahu, Hawaii. I am also a photography educator with online works…",Business & Finance,Other (Business & Finance),Other,0,151
UCnM9I0mYTFSO3wkfof7oUvA,Alex Ford,"Welcome to my YouTube channel & podcast!  For over a decade, I've been a digital marketing trainer helping people to fin…",Business & Finance,business,business,0.48,220
UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,"Founder Acquisition.com, Co-Founder Skool.com. My new book $100M Money Models is out. [3.6M copies sold] Get yours now a…",Business & Finance,com,com,1,3965
UC34AYD6is66Xpv6HPRB0Miw,AM/PM Podcast,"Welcome to the AM/PM Podcast Youtube Channel.   In every corner of the world, people are embracing entrepreneurism. Ther…",Business & Finance,business,business,1,670
UC1LpsuAUaKoMzzJSEt5WImw,Asianometry,"Video essays on business, economics, and history. Sometimes about Asia, but not always.   For general mail: hello@asiano…",Business & Finance,business,business,0.516,640
UC7o7gV3iTgpvXqdyThjevsg,ASICentral,"The online home of the Advertising Specialty Institute, the largest media and marketing organization serving the ad spec…",Business & Finance,Other (Business & Finance),Other,0,3641
UCAjSHLRJcDfhDSu7WRpOu-w,Ben Claremont,"Helping you make EPIC 360 content with Insta360 cameras 🤩🎥  Tutorials, gear reviews & creative ideas to take your 360 co…",Business & Finance,business,business,0.511,316
UC3stPIuUoCDHG7COfwr0tEA,Brandon Li,I'm a nomadic filmmaker on an endless world tour.  Most of my main projects are on Vimeo. This is my channel for experim…,Business & Finance,com,com,0.584,248
UCFCDEaQC9NqzYDTxwTejlDg,Butcher Wizard,The Butcher Wizard Channel focuses on showing viewers how to butcher large cuts of meat so that they can save money and …,Business & Finance,make,make,0.511,157
UCrPUg54jUy1T_wII9jgdRbg,Chris Ramsay,"Here you'll find Magic, Puzzles, Vlogs and a combination of all three. For business contact Chrisramsay@spacestation.com",Business & Finance,com,com,0.584,1057
UC-dmJ79518WlKMbsu50eMTQ,Clark Kegley,"Hey, I'm Clark. Creator, entrepreneur, YouTuber, and the dude who’s helping you create a life that’s less ‘meh’ and more…",Business & Finance,make,make,1,290
UCaL1DGiCW-HVgqeaLuHUfJA,Cloud Based Real Estate Brokerage with Jesse Dau,"Hey! My name is Jesse Dau and I am a licensed Real Estate Agent & Team Leader with eXp Realty.  Before real estate, I sp…",Business & Finance,business,business,1,53
UCNawoJ4W-TZHiD6UTPGIiAQ,Digital Feast Studios,"Creative Marketing Agency // Allentown, PA Artists and storytellers crafting beautiful & engaging work. Imagine. Create.…",Business & Finance,Other (Business & Finance),Other,0,127
UCHHW_lDfbAUr12BbFMqFMnQ,DonV Filmora Tutorials,"If you want to learn how to use Filmora, this channel is for you!   For more Filmora tips & tricks, hit that subscribe b…",Business & Finance,com,com,0.584,86
UCYlZLHOzom9-MryCEodaoXg,Dylan Bates • The Final Cut Bro,Apple Motion & Final Cut Pro Tutorials! Does anybody actually read these descriptions? You get 10 *points if you do!  *p…,Business & Finance,com,com,0.584,419
UCxByVUuLdxxiqQVmbOnDEzw,Erik Grankvist,Sometimes we hear a call from nature. When I was 18 years old I ventured out alone with only a backpack full of simple h…,Business & Finance,com,com,0.584,78
UCIJHwsTJyrH4YznoJxZmJHQ,GR-Research,GR Research began in 1995 as a passion for high quality audio turned business venture. We are driven by a desire for exc…,Business & Finance,business,business,1,317
UCpBvckYg2UXArcfzRcjpPjw,Helium 10,"Introducing Helium 10.   Powered by sellers like you, we started with just one mission in mind: to make running business…",Business & Finance,business,business,0.671,603
UC9HFMty5k4jdj36wV4E4Iuw,Hidden Technology,"Tecnología Oculta es un canal de descubrimiento, de realidad, de verdades ocultas que te harán ahorrar mucho dinero en e…",Business & Finance,make,make,1,258
UC0aNNLyM8FveAGEeaOND10A,Jahin Shahriar,Free Shopify Templates 👇  For business and other inquiries: Jahinshahriar@gmail.com  This channel is all about Web Desig…,Business & Finance,business,business,0.511,154
UCSm7riYU-NTWWFlG9XJBcRA,Jason Lee,"Hi, I’m Jason Lee.  I share business ideas and smart ways to make money without burning out. If you're a founder, creato…",Business & Finance,make,make,0.595,78
UCXoJOZU-pR7AfD5yfae-zNg,Jenn Jager Pro Tutorials,"I've been a professional video producer, editor and videographer for two decades! This channel is for fellow Final Cut P…",Business & Finance,Other (Business & Finance),Other,0,197
UCXoMM35ugF5iOzAEb-PmfRA,Jonathan Petramala,"I'm Jonathan, an independent journalist and documentarian with over 20 years of experience. I focus on documenting major…",Business & Finance,com,com,0.584,289
UCcFfP0Px7cO3h6BCZUpXUQQ,Keith Wheeler Books,"Do you want to learn hints, tips and tricks to help make self-publishing and being an indie author just a little bit eas…",Business & Finance,make,make,1,479
UC_fXTGbg6ck3BU6X65e3sag,Kendrick's Gear Journal,"In my career as a photographer and video producer, I use and evaluate a lot of gear. I believe in getting the right tool…",Business & Finance,make,make,0.511,190
UCX1RcjoZnq4UHSrj0Vc03Bg,LIFT-OFF,"About LiftOff 🎥 Videos about Space exploration, Space X, Planets and more 🔔 Subscribe for more on Space 📝 Written, voice…",Business & Finance,com,com,0.584,461
UCKHO2e2sy2wqu1Ch8j7zfrA,Lisa  Life and Style,My name is Lisa & I am the force behind the influential beauty & fashion page previously LisaSz09.  Founded in 2008 as a…,Business & Finance,make,make,1,2171
UCcNrmSXswsMJzuaSQknziTw,Make Money Matt,My name's Matt Par and on this Make Money Matt channel I share strategies on how to grow on YouTube and build a digital …,Business & Finance,make,make,1,104
UChYHKRass0kZvBkVKQuZElQ,Matt Gray,Want to scale your business? Let's chat ↓  Book a Call for Founder OS: https://fos.now/yt-train  Proven systems to grow …,Business & Finance,business,business,1,910
UCLAEBQMxxwE6gNy13q_rdcg,Matt Lorion,"Gen Z entrepreneur, first million at 17 years old. Featured on CNBC, now teaching other's how to become financially free…",Business & Finance,com,com,0.584,37
